192.168.5.5,49152 4.10s
192.168.7.249,22 4.90s
192.168.3.213,49156 5.49s
192.168.7.249,80 5.78s
192.168.5.5,49157 7.78s
192.168.5.5,139 12.23s
192.168.3.213,49153 14.43s
192.168.7.121,49153 20.18s
192.168.7.121,445 20.64s
192.168.5.3,445 20.64s
192.168.3.213,49152 21.73s
192.168.3.213,49155 23.61s
192.168.7.121,49152 26.50s
192.168.3.200,23 27.02s
192.168.7.121,49155 30.09s
192.168.3.213,135 30.30s
192.168.7.121,135 30.40s
192.168.7.210,445 31.96s
192.168.7.121,49156 33.02s
192.168.5.5,49154 33.33s
192.168.3.213,49157 33.85s
192.168.5.5,135 35.04s
192.168.5.5,49155 35.15s
192.168.3.36,445 36.00s
192.168.5.5,445 38.91s
192.168.7.121,139 40.57s
192.168.3.213,49154 40.89s
